
 PRINT U    NODAL SOLUTION PER NODE
 
  ***** POST1 NODAL DEGREE OF FREEDOM LISTING *****                            
 
  LOAD STEP=     1  SUBSTEP=    20                                             
   TIME=    1.0000      LOAD CASE=   0                                         
 
  THE FOLLOWING DEGREE OF FREEDOM RESULTS ARE IN THE GLOBAL COORDINATE SYSTEM  
 
    NODE       UX           UY           UZ           USUM  
    6349  0.47039E-005-0.20556E-003  0.0000      0.20562E-003
    6350  0.46581E-005-0.20556E-003  0.0000      0.20562E-003
    6351  0.46117E-005-0.20556E-003  0.0000      0.20561E-003
    6352  0.45647E-005-0.20556E-003  0.0000      0.20561E-003
    6353  0.45170E-005-0.20556E-003  0.0000      0.20561E-003
    6354  0.44688E-005-0.20556E-003  0.0000      0.20561E-003
    6355  0.44199E-005-0.20556E-003  0.0000      0.20561E-003
    6356  0.43704E-005-0.20556E-003  0.0000      0.20561E-003
    6357  0.43203E-005-0.20556E-003  0.0000      0.20561E-003
    6358  0.42696E-005-0.20556E-003  0.0000      0.20561E-003
    6359  0.42183E-005-0.20556E-003  0.0000      0.20561E-003
    6360  0.41664E-005-0.20556E-003  0.0000      0.20560E-003
    6361  0.41140E-005-0.20556E-003  0.0000      0.20560E-003
    6362  0.40609E-005-0.20556E-003  0.0000      0.20560E-003
    6363  0.40073E-005-0.20556E-003  0.0000      0.20560E-003
    6364  0.39532E-005-0.20556E-003  0.0000      0.20560E-003
    6365  0.38985E-005-0.20556E-003  0.0000      0.20560E-003
    6366  0.38432E-005-0.20556E-003  0.0000      0.20560E-003
    6367  0.37875E-005-0.20556E-003  0.0000      0.20560E-003
    6368  0.37312E-005-0.20556E-003  0.0000      0.20560E-003
    6369  0.36744E-005-0.20556E-003  0.0000      0.20560E-003
    6370  0.36171E-005-0.20556E-003  0.0000      0.20559E-003
    6371  0.35593E-005-0.20556E-003  0.0000      0.20559E-003
    6372  0.35011E-005-0.20556E-003  0.0000      0.20559E-003
    6373  0.34424E-005-0.20556E-003  0.0000      0.20559E-003
    6374  0.33832E-005-0.20556E-003  0.0000      0.20559E-003
    6375  0.33236E-005-0.20556E-003  0.0000      0.20559E-003
    6376  0.32636E-005-0.20556E-003  0.0000      0.20559E-003
    6377  0.32031E-005-0.20556E-003  0.0000      0.20559E-003
    6378  0.31423E-005-0.20556E-003  0.0000      0.20559E-003
    6379  0.30810E-005-0.20556E-003  0.0000      0.20559E-003
    6380  0.30193E-005-0.20556E-003  0.0000      0.20558E-003
    6381  0.29573E-005-0.20556E-003  0.0000      0.20558E-003
    6382  0.28949E-005-0.20556E-003  0.0000      0.20558E-003
    6383  0.28322E-005-0.20556E-003  0.0000      0.20558E-003
    6384  0.27691E-005-0.20556E-003  0.0000      0.20558E-003
    6385  0.27056E-005-0.20556E-003  0.0000      0.20558E-003
    6386  0.26419E-005-0.20556E-003  0.0000      0.20558E-003
    6387  0.25778E-005-0.20556E-003  0.0000      0.20558E-003
    6388  0.25135E-005-0.20556E-003  0.0000      0.20558E-003
    6389  0.24488E-005-0.20556E-003  0.0000      0.20558E-003
    6390  0.23839E-005-0.20556E-003  0.0000      0.20558E-003
    6391  0.23186E-005-0.20556E-003  0.0000      0.20558E-003
    6392  0.22532E-005-0.20556E-003  0.0000      0.20557E-003
    6393  0.21874E-005-0.20556E-003  0.0000      0.20557E-003
    6394  0.21215E-005-0.20556E-003  0.0000      0.20557E-003
    6395  0.20552E-005-0.20556E-003  0.0000      0.20557E-003
    6396  0.19888E-005-0.20556E-003  0.0000      0.20557E-003
    6397  0.19221E-005-0.20556E-003  0.0000      0.20557E-003
    6398  0.18553E-005-0.20556E-003  0.0000      0.20557E-003
    6399  0.17882E-005-0.20556E-003  0.0000      0.20557E-003
    6400  0.17209E-005-0.20556E-003  0.0000      0.20557E-003
    6401  0.16535E-005-0.20556E-003  0.0000      0.20557E-003
    6402  0.15858E-005-0.20556E-003  0.0000      0.20557E-003
    6403  0.15181E-005-0.20556E-003  0.0000      0.20557E-003
    6404  0.14501E-005-0.20556E-003  0.0000      0.20557E-003
    6405  0.13820E-005-0.20556E-003  0.0000      0.20557E-003
    6406  0.13138E-005-0.20556E-003  0.0000      0.20557E-003
    6407  0.12454E-005-0.20556E-003  0.0000      0.20557E-003
    6408  0.11769E-005-0.20556E-003  0.0000      0.20557E-003
    6409  0.11083E-005-0.20556E-003  0.0000      0.20557E-003
    6410  0.10395E-005-0.20556E-003  0.0000      0.20556E-003
    6411  0.97070E-006-0.20556E-003  0.0000      0.20556E-003
    6412  0.90176E-006-0.20556E-003  0.0000      0.20556E-003
    6413  0.83273E-006-0.20556E-003  0.0000      0.20556E-003
    6414  0.76363E-006-0.20556E-003  0.0000      0.20556E-003
    6415  0.69444E-006-0.20556E-003  0.0000      0.20556E-003
    6416  0.62519E-006-0.20556E-003  0.0000      0.20556E-003
    6417  0.55588E-006-0.20556E-003  0.0000      0.20556E-003


Min: 0.0, Max: 20.0, Avg: 10.0
Deviation: 10.0
Deviation: -10.0
